OrderId,OrderDate,ProdId,CustId,Qty,IsHonored
957052,2023-06-26,21,87,20,True
957053,2023-06-26,11,2,15,True
957054,2023-06-26,2,82,12,True
957055,2023-06-26,2,5,5,True
957056,2023-06-26,5,24,14,True
957057,2023-06-26,16,8,14,True
957058,2023-06-26,19,40,1,True
957059,2023-06-26,21,36,25,True
957060,2023-06-26,12,91,6,True
957061,2023-06-26,13,74,5,True
957062,2023-06-26,18,23,25,True
957063,2023-06-26,10,57,2,True
957064,2023-06-26,27,48,10,True
957065,2023-06-26,19,71,10,True
957066,2023-06-26,37,57,8,True
957067,2023-06-26,11,71,2,True
957068,2023-06-26,30,36,25,True
957069,2023-06-26,26,19,1,True
957070,2023-06-26,2,75,6,True
957071,2023-06-26,17,20,12,True
957072,2023-06-26,1,94,14,True
957073,2023-06-26,23,40,15,True
957074,2023-06-26,27,20,1,True
957075,2023-06-26,7,26,25,True
957076,2023-06-26,2,27,20,True
957077,2023-06-26,20,39,8,True
957078,2023-06-26,16,13,10,True
957079,2023-06-26,20,86,14,True
957080,2023-06-26,36,95,20,True
957081,2023-06-26,30,63,14,True
957082,2023-06-26,3,21,20,True
957083,2023-06-26,11,75,5,True
957084,2023-06-26,10,38,1,True
957085,2023-06-26,20,99,1,True
957086,2023-06-26,37,14,20,True
957087,2023-06-26,25,95,10,True
957088,2023-06-26,40,18,12,True
957089,2023-06-26,40,55,1,True
957090,2023-06-26,16,49,14,True
957091,2023-06-26,17,96,14,True
957092,2023-06-26,33,86,8,True
957093,2023-06-26,34,56,1,True
957094,2023-06-26,28,89,2,True
957095,2023-06-26,1,49,5,True
957096,2023-06-26,3,15,8,True
957097,2023-06-26,39,8,25,True
957098,2023-06-26,20,37,8,True
957099,2023-06-26,6,48,15,True
957100,2023-06-26,25,77,14,True
957101,2023-06-26,30,19,15,False
957102,2023-06-26,15,15,15,True
957103,2023-06-26,31,18,1,True
957104,2023-06-26,33,48,2,True
957105,2023-06-26,25,55,6,True
957106,2023-06-26,18,44,25,False
957107,2023-06-26,36,87,25,True
957108,2023-06-26,27,48,15,True
957109,2023-06-26,13,90,5,True
957110,2023-06-26,10,23,2,True
957111,2023-06-26,38,6,6,True
957112,2023-06-26,38,84,12,True
957113,2023-06-26,9,5,8,True
957114,2023-06-26,22,81,15,True
957115,2023-06-26,19,84,6,True
957116,2023-06-26,6,60,10,True
957117,2023-06-26,38,44,20,True
957118,2023-06-26,9,72,10,True
957119,2023-06-26,5,31,5,True
957120,2023-06-26,34,59,14,True
957121,2023-06-26,40,94,14,True
957122,2023-06-26,25,25,6,True
957123,2023-06-26,1,20,8,True
957124,2023-06-26,19,75,14,True
957125,2023-06-26,1,82,2,True
957126,2023-06-26,37,64,15,True
957127,2023-06-26,14,27,14,True
957128,2023-06-26,32,73,15,True
957129,2023-06-26,20,22,14,True
957130,2023-06-26,8,82,8,True
957131,2023-06-26,25,4,2,True
957132,2023-06-26,37,72,20,False
957133,2023-06-26,40,60,5,True
957134,2023-06-26,28,69,10,True
957135,2023-06-26,1,51,25,False
957136,2023-06-26,6,39,14,True
957137,2023-06-26,15,69,15,True
957138,2023-06-26,38,62,5,True
957139,2023-06-26,40,32,6,True
957140,2023-06-26,31,31,15,True
957141,2023-06-26,10,67,2,True
957142,2023-06-26,34,36,12,True
957143,2023-06-26,35,55,6,True
957144,2023-06-26,27,79,12,True
957145,2023-06-26,22,56,12,True
957146,2023-06-26,5,53,12,True
957147,2023-06-26,32,71,12,True
957148,2023-06-26,8,99,12,True
957149,2023-06-26,27,9,14,False
957150,2023-06-26,39,100,20,True
957151,2023-06-26,39,73,10,False
957152,2023-06-26,26,14,12,True
957153,2023-06-26,31,74,1,True
957154,2023-06-26,4,48,14,True
957155,2023-06-26,37,49,15,False
957156,2023-06-26,1,23,25,False
