OrderId,OrderDate,ProdId,CustId,Qty,IsHonored
957917,2023-06-27,15,50,1,True
957918,2023-06-27,28,42,5,True
957919,2023-06-27,7,62,5,True
957920,2023-06-27,40,88,5,True
957921,2023-06-27,37,98,14,True
957922,2023-06-27,7,34,12,True
957923,2023-06-27,32,47,2,True
957924,2023-06-27,13,63,2,True
957925,2023-06-27,32,86,25,True
957926,2023-06-27,10,17,2,True
957927,2023-06-27,28,38,2,True
957928,2023-06-27,18,24,5,True
957929,2023-06-27,27,45,10,True
957930,2023-06-27,3,12,6,True
957931,2023-06-27,28,92,1,True
957932,2023-06-27,15,67,25,True
957933,2023-06-27,32,81,5,True
957934,2023-06-27,28,69,5,True
957935,2023-06-27,19,28,6,True
957936,2023-06-27,18,8,2,True
957937,2023-06-27,37,19,8,True
957938,2023-06-27,29,91,15,True
957939,2023-06-27,22,41,12,True
957940,2023-06-27,3,76,10,True
957941,2023-06-27,11,50,14,True
957942,2023-06-27,23,72,5,True
957943,2023-06-27,39,81,20,True
957944,2023-06-27,13,1,25,True
957945,2023-06-27,7,80,10,True
957946,2023-06-27,18,70,5,True
957947,2023-06-27,36,21,2,True
957948,2023-06-27,14,15,5,True
957949,2023-06-27,24,62,15,True
957950,2023-06-27,36,23,14,True
957951,2023-06-27,35,1,12,True
957952,2023-06-27,1,58,8,True
957953,2023-06-27,21,93,15,True
957954,2023-06-27,22,19,20,True
957955,2023-06-27,19,14,12,True
957956,2023-06-27,17,1,5,True
957957,2023-06-27,10,5,10,True
957958,2023-06-27,27,96,6,True
957959,2023-06-27,26,24,15,True
957960,2023-06-27,34,22,25,True
957961,2023-06-27,21,95,10,True
957962,2023-06-27,22,9,12,True
957963,2023-06-27,35,75,10,True
957964,2023-06-27,33,14,5,True
957965,2023-06-27,26,34,20,True
957966,2023-06-27,24,84,10,True
957967,2023-06-27,23,32,5,True
957968,2023-06-27,11,5,6,True
957969,2023-06-27,23,50,5,True
957970,2023-06-27,12,95,6,True
957971,2023-06-27,21,45,12,True
957972,2023-06-27,11,100,10,True
957973,2023-06-27,4,39,10,True
957974,2023-06-27,6,61,14,True
957975,2023-06-27,33,68,8,True
957976,2023-06-27,13,67,6,True
957977,2023-06-27,5,1,20,True
957978,2023-06-27,5,95,5,True
957979,2023-06-27,25,63,25,True
957980,2023-06-27,6,89,10,True
957981,2023-06-27,21,46,2,True
957982,2023-06-27,35,77,25,True
957983,2023-06-27,37,99,1,True
957984,2023-06-27,3,78,14,True
957985,2023-06-27,37,66,15,True
957986,2023-06-27,39,16,15,True
957987,2023-06-27,27,44,8,True
957988,2023-06-27,18,22,12,True
957989,2023-06-27,16,82,6,True
957990,2023-06-27,14,55,12,True
957991,2023-06-27,7,57,12,True
957992,2023-06-27,15,16,2,True
957993,2023-06-27,11,84,14,True
957994,2023-06-27,7,50,15,False
957995,2023-06-27,9,48,6,True
957996,2023-06-27,19,95,8,True
957997,2023-06-27,1,81,10,True
957998,2023-06-27,21,3,8,True
957999,2023-06-27,16,8,1,True
958000,2023-06-27,38,66,14,True
958001,2023-06-27,6,15,5,True
958002,2023-06-27,5,12,12,True
958003,2023-06-27,31,53,14,True
958004,2023-06-27,28,66,25,True
958005,2023-06-27,31,91,12,True
958006,2023-06-27,34,32,5,True
958007,2023-06-27,10,29,1,True
958008,2023-06-27,14,63,5,True
958009,2023-06-27,19,23,12,True
958010,2023-06-27,7,77,20,False
958011,2023-06-27,32,67,15,True
958012,2023-06-27,3,73,5,True
958013,2023-06-27,15,15,5,True
958014,2023-06-27,40,13,20,True
958015,2023-06-27,24,33,2,True
958016,2023-06-27,16,57,15,True
958017,2023-06-27,16,96,1,True
958018,2023-06-27,38,69,20,True
958019,2023-06-27,3,97,25,False
958020,2023-06-27,37,73,12,False
958021,2023-06-27,4,24,14,True
958022,2023-06-27,21,42,8,False
958023,2023-06-27,37,5,25,False
958024,2023-06-27,38,60,15,True
958025,2023-06-27,9,34,20,True
958026,2023-06-27,30,37,2,True
958027,2023-06-27,31,1,25,False
958028,2023-06-27,6,62,10,True
958029,2023-06-27,25,6,8,True
958030,2023-06-27,23,18,5,True
958031,2023-06-27,16,32,2,True
958032,2023-06-27,39,90,1,True
958033,2023-06-27,35,87,12,False
958034,2023-06-27,33,73,10,True
958035,2023-06-27,13,62,2,True
958036,2023-06-27,34,71,20,False
958037,2023-06-27,8,37,1,True
958038,2023-06-27,8,97,20,True
958039,2023-06-27,36,38,5,True
958040,2023-06-27,36,96,20,True
958041,2023-06-27,9,57,12,True
958042,2023-06-27,13,19,2,True
958043,2023-06-27,15,25,14,True
958044,2023-06-27,38,38,25,False
958045,2023-06-27,34,63,14,True
958046,2023-06-27,5,89,8,True
958047,2023-06-27,16,35,5,True
958048,2023-06-27,6,100,14,False
958049,2023-06-27,26,74,10,True
958050,2023-06-27,20,52,1,True
958051,2023-06-27,1,77,14,True
958052,2023-06-27,15,8,2,True
958053,2023-06-27,35,41,8,False
958054,2023-06-27,21,96,20,False
958055,2023-06-27,33,10,8,True
958056,2023-06-27,22,62,1,True
958057,2023-06-27,12,30,12,True
958058,2023-06-27,24,82,8,True
958059,2023-06-27,20,88,5,True
958060,2023-06-27,20,90,10,True
958061,2023-06-27,36,62,1,True
958062,2023-06-27,13,97,2,True
958063,2023-06-27,34,63,10,False
958064,2023-06-27,14,74,8,True
958065,2023-06-27,2,51,8,True
958066,2023-06-27,6,94,20,False
958067,2023-06-27,7,37,6,True
958068,2023-06-27,31,38,6,True
958069,2023-06-27,14,1,15,True
958070,2023-06-27,17,3,25,True
958071,2023-06-27,20,40,6,True
958072,2023-06-27,3,76,15,False
958073,2023-06-27,32,87,6,False
958074,2023-06-27,7,98,1,True
958075,2023-06-27,15,6,6,False
958076,2023-06-27,23,10,10,True
958077,2023-06-27,39,64,1,True
958078,2023-06-27,15,66,1,False
958079,2023-06-27,31,73,14,True
958080,2023-06-27,21,35,2,True
958081,2023-06-27,18,16,8,True
958082,2023-06-27,18,20,6,True
958083,2023-06-27,29,99,5,True
958084,2023-06-27,15,74,12,False
958085,2023-06-27,31,75,10,False
958086,2023-06-27,10,80,20,True
958087,2023-06-27,14,66,2,True
958088,2023-06-27,33,81,25,False
958089,2023-06-27,18,36,15,False
958090,2023-06-27,34,79,25,False
958091,2023-06-27,10,67,8,True
958092,2023-06-27,6,78,5,True
958093,2023-06-27,6,73,5,True
958094,2023-06-27,8,21,12,True
958095,2023-06-27,30,73,12,True
958096,2023-06-27,4,97,15,True
958097,2023-06-27,4,44,25,False
958098,2023-06-27,35,73,25,False
958099,2023-06-27,32,18,1,True
958100,2023-06-27,36,54,15,False
958101,2023-06-27,29,96,8,True
958102,2023-06-27,10,10,15,False
958103,2023-06-27,31,30,12,False
958104,2023-06-27,29,17,25,False
958105,2023-06-27,20,96,1,True
958106,2023-06-27,1,53,20,False
958107,2023-06-27,31,75,14,False
958108,2023-06-27,5,85,6,False
958109,2023-06-27,40,59,20,True
958110,2023-06-27,39,51,8,True
958111,2023-06-27,33,39,2,True
958112,2023-06-27,4,61,20,False
958113,2023-06-27,20,66,10,True
958114,2023-06-27,34,92,8,False
958115,2023-06-27,6,40,8,False
958116,2023-06-27,27,43,5,True
958117,2023-06-27,12,92,20,True
958118,2023-06-27,1,75,25,False
958119,2023-06-27,20,44,25,False
958120,2023-06-27,2,50,25,True
958121,2023-06-27,5,70,10,False
958122,2023-06-27,26,23,5,False
958123,2023-06-27,4,90,5,True
958124,2023-06-27,34,62,5,True
958125,2023-06-27,22,47,15,False
958126,2023-06-27,16,55,10,True
958127,2023-06-27,25,72,1,True
958128,2023-06-27,38,40,10,False
958129,2023-06-27,17,41,1,True
958130,2023-06-27,38,82,10,False
958131,2023-06-27,39,5,25,False
958132,2023-06-27,22,9,14,False
958133,2023-06-27,20,93,14,True
958134,2023-06-27,22,71,1,True
958135,2023-06-27,28,7,10,True
958136,2023-06-27,15,69,12,False
958137,2023-06-27,3,70,25,False
958138,2023-06-27,4,16,6,False
958139,2023-06-27,1,24,8,True
958140,2023-06-27,1,19,10,False
958141,2023-06-27,25,55,15,True
958142,2023-06-27,17,96,10,True
958143,2023-06-27,28,9,5,False
958144,2023-06-27,33,72,25,False
958145,2023-06-27,33,46,12,True
958146,2023-06-27,6,29,2,False
958147,2023-06-27,27,95,1,True
958148,2023-06-27,36,21,8,False
958149,2023-06-27,12,69,25,False
958150,2023-06-27,4,54,20,False
958151,2023-06-27,15,34,8,False
958152,2023-06-27,37,2,5,True
958153,2023-06-27,21,22,1,False
958154,2023-06-27,40,43,1,True
958155,2023-06-27,23,49,15,True
958156,2023-06-27,3,85,20,False
958157,2023-06-27,2,65,8,True
958158,2023-06-27,17,48,15,False
958159,2023-06-27,16,4,2,True
958160,2023-06-27,40,50,14,False
958161,2023-06-27,8,80,5,True
958162,2023-06-27,8,52,12,False
958163,2023-06-27,29,30,2,True
958164,2023-06-27,15,64,25,False
958165,2023-06-27,40,15,2,True
958166,2023-06-27,28,46,10,False
958167,2023-06-27,35,63,8,False
958168,2023-06-27,17,20,14,False
958169,2023-06-27,11,46,10,False
958170,2023-06-27,21,41,15,False
958171,2023-06-27,9,75,2,True
958172,2023-06-27,32,42,15,False
958173,2023-06-27,31,48,6,False
958174,2023-06-27,39,12,15,False
958175,2023-06-27,20,24,2,True
958176,2023-06-27,6,86,10,False
958177,2023-06-27,15,33,10,False
958178,2023-06-27,11,43,1,True
958179,2023-06-27,19,15,15,False
958180,2023-06-27,7,79,25,False
958181,2023-06-27,25,91,25,False
958182,2023-06-27,36,12,5,True
958183,2023-06-27,18,80,8,True
958184,2023-06-27,25,50,1,False
958185,2023-06-27,20,10,2,False
958186,2023-06-27,31,29,20,False
958187,2023-06-27,16,85,14,False
958188,2023-06-27,38,42,20,False
958189,2023-06-27,23,64,14,False
958190,2023-06-27,12,38,12,False
958191,2023-06-27,23,46,2,True
958192,2023-06-27,5,53,10,False
958193,2023-06-27,32,1,6,False
958194,2023-06-27,32,71,25,False
958195,2023-06-27,8,36,10,True
958196,2023-06-27,21,73,25,False
