OrderId,OrderDate,ProdId,CustId,Qty,IsHonored
945821,2023-06-15,6,34,10,True
945822,2023-06-15,36,44,25,True
945823,2023-06-15,40,46,15,True
945824,2023-06-15,35,76,14,True
945825,2023-06-15,23,13,10,True
945826,2023-06-15,22,38,12,True
945827,2023-06-15,17,93,5,True
945828,2023-06-15,3,56,14,True
945829,2023-06-15,7,3,20,True
945830,2023-06-15,28,91,15,True
945831,2023-06-15,27,51,1,True
945832,2023-06-15,1,97,25,True
945833,2023-06-15,28,65,6,True
945834,2023-06-15,13,96,25,True
945835,2023-06-15,32,92,2,True
945836,2023-06-15,13,52,14,True
945837,2023-06-15,17,26,10,True
945838,2023-06-15,27,84,10,True
945839,2023-06-15,35,34,12,True
945840,2023-06-15,2,60,20,True
945841,2023-06-15,39,58,6,True
945842,2023-06-15,16,2,20,True
945843,2023-06-15,20,86,10,True
945844,2023-06-15,12,81,1,True
945845,2023-06-15,13,49,20,False
945846,2023-06-15,33,33,1,True
945847,2023-06-15,29,24,8,True
945848,2023-06-15,5,45,12,True
945849,2023-06-15,21,34,6,True
945850,2023-06-15,36,22,5,True
945851,2023-06-15,33,59,25,True
945852,2023-06-15,6,41,20,True
945853,2023-06-15,36,27,15,True
945854,2023-06-15,6,33,14,True
945855,2023-06-15,28,66,12,True
945856,2023-06-15,2,92,10,True
945857,2023-06-15,39,69,8,True
945858,2023-06-15,27,66,12,True
945859,2023-06-15,33,31,14,True
945860,2023-06-15,19,91,20,True
945861,2023-06-15,11,32,12,True
945862,2023-06-15,32,41,10,True
945863,2023-06-15,24,21,1,True
945864,2023-06-15,24,6,1,True
945865,2023-06-15,1,80,15,True
945866,2023-06-15,14,97,8,True
945867,2023-06-15,15,10,5,True
945868,2023-06-15,10,74,12,True
945869,2023-06-15,36,35,8,False
945870,2023-06-15,2,46,8,True
945871,2023-06-15,3,89,2,True
945872,2023-06-15,3,31,14,True
945873,2023-06-15,29,73,6,True
945874,2023-06-15,18,31,5,True
945875,2023-06-15,26,41,14,True
945876,2023-06-15,36,55,20,False
945877,2023-06-15,36,60,8,False
945878,2023-06-15,15,97,25,True
945879,2023-06-15,4,68,2,True
945880,2023-06-15,8,42,2,True
945881,2023-06-15,10,80,1,True
945882,2023-06-15,26,72,12,True
945883,2023-06-15,8,81,15,True
945884,2023-06-15,24,64,1,True
945885,2023-06-15,10,19,6,True
945886,2023-06-15,1,47,12,False
945887,2023-06-15,11,23,12,True
945888,2023-06-15,37,33,14,True
945889,2023-06-15,32,71,10,True
945890,2023-06-15,35,51,6,True
945891,2023-06-15,21,12,20,True
945892,2023-06-15,7,95,20,True
945893,2023-06-15,2,92,6,True
945894,2023-06-15,18,52,8,True
945895,2023-06-15,8,39,12,True
945896,2023-06-15,24,98,5,True
945897,2023-06-15,27,12,8,True
945898,2023-06-15,28,15,10,True
945899,2023-06-15,3,19,8,True
945900,2023-06-15,12,75,25,True
945901,2023-06-15,29,94,6,True
945902,2023-06-15,4,51,15,True
945903,2023-06-15,11,33,5,True
945904,2023-06-15,17,75,14,True
945905,2023-06-15,14,68,14,True
945906,2023-06-15,29,81,25,True
945907,2023-06-15,21,100,2,True
945908,2023-06-15,13,36,12,False
945909,2023-06-15,29,18,6,False
945910,2023-06-15,32,13,2,True
945911,2023-06-15,38,62,12,True
945912,2023-06-15,1,64,12,False
945913,2023-06-15,37,31,20,True
945914,2023-06-15,40,77,25,True
945915,2023-06-15,24,39,12,True
945916,2023-06-15,28,74,2,True
945917,2023-06-15,14,72,5,True
945918,2023-06-15,8,58,14,True
945919,2023-06-15,27,63,12,True
945920,2023-06-15,37,99,12,True
945921,2023-06-15,6,38,6,False
945922,2023-06-15,22,47,20,True
945923,2023-06-15,24,92,10,True
945924,2023-06-15,11,4,6,True
945925,2023-06-15,34,12,15,True
945926,2023-06-15,32,94,12,True
945927,2023-06-15,28,81,10,False
945928,2023-06-15,2,57,10,False
945929,2023-06-15,34,32,6,True
945930,2023-06-15,21,8,10,True
945931,2023-06-15,1,62,6,True
945932,2023-06-15,5,14,5,True
945933,2023-06-15,37,71,5,False
945934,2023-06-15,25,56,8,True
945935,2023-06-15,23,77,12,True
945936,2023-06-15,21,24,25,False
945937,2023-06-15,31,27,12,True
945938,2023-06-15,28,39,10,False
945939,2023-06-15,22,48,2,True
945940,2023-06-15,30,16,15,True
945941,2023-06-15,34,11,12,True
945942,2023-06-15,25,21,25,True
945943,2023-06-15,27,18,10,False
945944,2023-06-15,17,22,14,True
945945,2023-06-15,14,40,14,True
945946,2023-06-15,18,85,8,True
945947,2023-06-15,26,89,5,True
945948,2023-06-15,32,16,14,False
945949,2023-06-15,34,39,12,True
945950,2023-06-15,32,81,20,False
945951,2023-06-15,25,55,12,True
945952,2023-06-15,16,37,14,True
945953,2023-06-15,11,52,15,False
945954,2023-06-15,38,24,14,True
945955,2023-06-15,20,24,14,True
945956,2023-06-15,38,61,5,True
945957,2023-06-15,1,37,10,False
945958,2023-06-15,7,98,1,True
945959,2023-06-15,15,77,25,False
945960,2023-06-15,9,44,20,True
945961,2023-06-15,23,47,14,True
945962,2023-06-15,5,11,25,True
945963,2023-06-15,34,92,6,False
945964,2023-06-15,21,51,6,True
945965,2023-06-15,27,85,2,True
945966,2023-06-15,1,62,15,False
945967,2023-06-15,4,68,8,True
945968,2023-06-15,38,49,10,True
945969,2023-06-15,26,59,6,True
945970,2023-06-15,8,20,14,False
945971,2023-06-15,17,84,14,False
945972,2023-06-15,10,27,6,True
945973,2023-06-15,22,9,1,True
945974,2023-06-15,11,93,2,True
945975,2023-06-15,15,52,14,True
945976,2023-06-15,34,21,6,False
945977,2023-06-15,21,24,1,True
